Name,Latitude,Longitude,Votes,Rating,Type
Ike's BBQ,29.7102324,-95.3311102,3.0,4.5,bbq
Choice Cafeteria,29.77987,-95.45613,19.0,4.5,bbq
Buttz,29.7360668182373,-95.4131851196289,33.0,4.5,bbq
Eaker Barbecue,29.66908,-95.50418,16.0,4.5,bbq
Willow's Texas BBQ,29.8027092831129,-95.4185328988002,61.0,5.0,bbq
Colonel Eats: Gourmet Street Food,29.735549,-95.424696,5.0,4.5,bbq
Old Fashion Barbeque,29.665747,-95.332945,8.0,4.5,bbq
Gabby's BBQ,29.815448,-95.410925,159.0,3.0,bbq
P&C Smokehouse,29.71628,-95.41465,2.0,5.0,bbq
Pappas Bar-B-Q,29.700516,-95.294411,87.0,3.0,bbq
Filipin Tex,29.916576,-95.634952,3.0,5.0,bbq
Texas Bar-B-Que House,29.75263,-95.3498,31.0,2.0,bbq
Charlie's BBQ & Salads,29.755775,-95.363926,29.0,3.5,bbq
Pappas Bar-B-Q,29.831004,-95.381568,83.0,2.5,bbq
Pappa's Bar B Q,29.68234,-95.36651,9.0,3.5,bbq
Chapman House Smoked Meats,29.8098267,-95.3992151,1.0,5.0,bbq
Phil-Paul BBQ,29.7757813078481,-95.3379107639194,2.0,2.5,bbq
Eddie O’s BBQ,29.80343,-95.37582,4.0,3.5,bbq
Texas Halal BBQ State,29.698423,-95.386491,2.0,4.5,bbq
El Burro & the Bull,29.7418707,-95.3209928,88.0,4.0,bbq
Charlie's BBQ & Hamburgers,29.7099973,-95.4630112,74.0,4.0,bbq
Thomas Bar B-Q,29.812075,-95.427551,55.0,3.0,bbq
Caritas Ranch Bar-B-Q,29.7739138699922,-95.3657913208008,2.0,4.5,bbq
Cats Corner BBQ,29.723976326406,-95.3510846399185,2.0,3.5,bbq
Happy Plate Express,29.75712,-95.36442,1.0,4.0,bbq
Big 6 Bar B Que,29.6711413,-95.6433448,119.0,4.5,bbq
Dickey's Barbecue Pit,29.8481747,-95.3083416,3.0,2.0,bbq
Paw Paw Chico BBQ,30.0625840183594,-95.3936416575333,124.0,4.5,bbq
Thomas Bar B-Q,29.8460086679026,-95.3922431194687,14.0,3.0,bbq
litbbqco,29.74963,-95.37735,1.0,5.0,bbq
Otto’s,29.76012,-95.3656,2.0,4.5,bbq
Tommy's Grill & Cafe,29.7448159524873,-95.4623240048935,44.0,3.5,bbq
Otto's Barbeque,29.754695,-95.36236,17.0,2.5,bbq
Brisket Bar-B-Q,29.70638,-95.47094,58.0,3.0,bbq
Bullbutter Bros.,29.77064,-95.40512,2.0,2.5,bbq
Hickory Pit BBQ,29.707576751709,-95.4675903320312,35.0,2.5,bbq
Byron's Gourmet Bar-B-Que,29.863208770752,-95.4424743652344,3.0,2.5,bbq
Otto's BBQ,29.75527,-95.36304,14.0,2.5,bbq
3rd Coast BBQ,30.40911,-95.66276,1.0,5.0,bbq
Romey's Rib Shack,30.0014228820801,-95.2628326416016,4.0,4.0,bbq
OMG Boogie's BBQ,29.7950319011406,-95.3881331160665,1.0,2.0,bbq
Farr Better BBQ and Catering,29.6773012539913,-95.3368539735675,1.0,3.0,bbq
The Red Barn,29.80957,-95.39725,1.0,1.0,bbq
Kata Wit' Flava,,,1.0,1.0,bbq
