Name,Latitude,Longitude,Votes,Rating
Texas Halal BBQ State,29.698423,-95.386491,2.0,4.5
Filipin Tex,29.916576,-95.634952,3.0,5.0
Caritas Ranch Bar-B-Q,29.7739138699922,-95.3657913208008,2.0,4.5
Cats Corner BBQ,29.723976326406,-95.3510846399185,2.0,3.5
Happy Plate Express,29.75712,-95.36442,1.0,4.0
Charlie's BBQ & Hamburgers,29.7099973,-95.4630112,74.0,4.0
Thomas Bar B-Q,29.812075,-95.427551,55.0,3.0
litbbqco,29.74963,-95.37735,1.0,5.0
Paw Paw Chico BBQ,30.0625840183594,-95.3936416575333,124.0,4.5
Dickey's Barbecue Pit,29.8481747,-95.3083416,3.0,2.0
Charlie's BBQ & Salads,29.755775,-95.363926,29.0,3.5
Thomas Bar B-Q,29.8460086679026,-95.3922431194687,14.0,3.0
Big 6 Bar B Que,29.6711413,-95.6433448,119.0,4.5
Otto’s,29.76012,-95.3656,2.0,4.5
Otto's Barbeque,29.754695,-95.36236,17.0,2.5
Tommy's Grill & Cafe,29.7448159524873,-95.4623240048935,43.0,3.5
Bullbutter Bros.,29.77064,-95.40512,2.0,2.5
Brisket Bar-B-Q,29.70638,-95.47094,58.0,3.0
Otto's BBQ,29.75527,-95.36304,14.0,2.5
Byron's Gourmet Bar-B-Que,29.863208770752,-95.4424743652344,3.0,2.5
Hickory Pit BBQ,29.707576751709,-95.4675903320312,35.0,2.5
OMG Boogie's BBQ,29.7950319011406,-95.3881331160665,1.0,2.0
Romey's Rib Shack,30.0014228820801,-95.2628326416016,4.0,4.0
Farr Better BBQ and Catering,29.6773012539913,-95.3368539735675,1.0,3.0
3rd Coast BBQ,30.40911,-95.66276,1.0,5.0
The Red Barn,29.80957,-95.39725,1.0,1.0
Kata Wit' Flava,,,1.0,1.0
